id,level,link,child,pid,name,ename,memo,text
1,1,1,1,0,病毒,Viruses,9群(目) 42科 130屬 492種,病毒  Viruses<font class=c1>   9群(目) 42科 130屬 492種</font>
2,1,2,1,0,細菌界,Kingdom Bacteria,7門 14綱 36目 99科 373屬 1510種,細菌界  Kingdom Bacteria<font class=c1>   7門 14綱 36目 99科 373屬 1510種</font>
3,1,3,1,0,古菌界,Kingdom Archaea,2門 4綱 5目 7科 8屬 10種,古菌界  Kingdom Archaea<font class=c1>   2門 4綱 5目 7科 8屬 10種</font>
4,1,4,1,0,原生生物界,Kingdom Protozoa,10門 20綱 41目 167科 463屬 1367種,原生生物界  Kingdom Protozoa<font class=c1>   10門 20綱 41目 167科 463屬 1367種</font>
5,1,5,1,0,原藻界,Kingdom Chromista,7門 15綱 53目 84科 331屬 1971種,原藻界  Kingdom Chromista<font class=c1>   7門 15綱 53目 84科 331屬 1971種</font>
6,1,6,1,0,真菌界,Kingdom Fungi,5門 23綱 94目 317科 1646屬 6405種,真菌界  Kingdom Fungi<font class=c1>   5門 23綱 94目 317科 1646屬 6405種</font>
7,1,7,1,0,植物界,Kingdom Plantae,10門 25綱 140目 479科 2619屬 9099種,植物界  Kingdom Plantae<font class=c1>   10門 25綱 140目 479科 2619屬 9099種</font>
8,1,8,1,0,動物界,Kingdom Animalia,18門 56綱 304目 2264科 14526屬 39393種,動物界  Kingdom Animalia<font class=c1>   18門 56綱 304目 2264科 14526屬 39393種</font>
701,2,7-701,1,7,角蘚門,Phylum Anthocerotophyta,1綱 3目 3科 6屬 19種,角蘚門  Phylum Anthocerotophyta<font class=c1>   1綱 3目 3科 6屬 19種</font>
702,2,7-702,1,7,地錢門,Phylum Marchantiophyta,2綱 13目 51科 123屬 550種,地錢門  Phylum Marchantiophyta<font class=c1>   2綱 13目 51科 123屬 550種</font>
703,2,7-703,1,7,紅藻植物門,Phylum Rhodophyta,4綱 17目 42科 141屬 281種,紅藻植物門  Phylum Rhodophyta<font class=c1>   4綱 17目 42科 141屬 281種</font>
704,2,7-704,1,7,綠藻植物門,Phylum Chlorophyta,6綱 18目 52科 189屬 903種,綠藻植物門  Phylum Chlorophyta<font class=c1>   6綱 18目 52科 189屬 903種</font>
705,2,7-705,1,7,苔類植物門,Phylum Bryophyta,4綱 18目 59科 301屬 1092種,苔類植物門  Phylum Bryophyta<font class=c1>   4綱 18目 59科 301屬 1092種</font>
706,2,7-706,1,7,石松門,Phylum Lycopodiophyta,1綱 3目 3科 8屬 53種,石松門  Phylum Lycopodiophyta<font class=c1>   1綱 3目 3科 8屬 53種</font>
707,2,7-707,1,7,松葉蕨門,Phylum Psilophyta,1綱 1目 1科 1屬 1種,松葉蕨門  Phylum Psilophyta<font class=c1>   1綱 1目 1科 1屬 1種</font>
708,2,7-708,1,7,木賊門,Phylum Equisetophyta,1綱 1目 1科 1屬 4種,木賊門  Phylum Equisetophyta<font class=c1>   1綱 1目 1科 1屬 4種</font>
709,2,7-709,1,7,蕨類植物門,Phylum Pteridophyta,1綱 7目 36科 150屬 823種,蕨類植物門  Phylum Pteridophyta<font class=c1>   1綱 7目 36科 150屬 823種</font>
710,2,7-710,1,7,維管束植物門,Phylum Tracheophyta,4綱 59目 231科 1699屬 5373種,維管束植物門  Phylum Tracheophyta<font class=c1>   4綱 59目 231科 1699屬 5373種</font>
70101,3,7-701-70101,1,701,角蘚綱,Class Anthocerotopsida,3目 3科 6屬 19種,角蘚綱  Class Anthocerotopsida<font class=c1>   3目 3科 6屬 19種</font>
7010101,4,7-701-70101-7010101,1,70101,短角蘚目,Order Notothyladales,1科 2屬 6種,短角蘚目  Order Notothyladales<font class=c1>   1科 2屬 6種</font>
7010102,4,7-701-70101-7010102,1,70101,樹角蘚目,Order Dendrocerotales,1科 2屬 4種,樹角蘚目  Order Dendrocerotales<font class=c1>   1科 2屬 4種</font>
7010103,4,7-701-70101-7010103,1,70101,角蘚目,Order Anthocerotales,1科 2屬 9種,角蘚目  Order Anthocerotales<font class=c1>   1科 2屬 9種</font>
7010101001,5,7-701-70101-7010101-7010101001,1,7010101,短角蘚科,Family Notothyladaceae,2屬 6種,短角蘚科  Family Notothyladaceae<font class=c1>   2屬 6種</font>
70101010011,6,7-701-70101-7010101-7010101001-70101010011,1,7010101001,短角蘚屬,Genus Notothylas,2種,短角蘚屬  Genus <i>Notothylas</i><font class=c1>   2種</font>
70101010012,6,7-701-70101-7010101-7010101001-70101010012,1,7010101001,黃角蘚屬,Genus Phaeoceros,4種,黃角蘚屬  Genus <i>Phaeoceros</i><font class=c1>   4種</font>
420306000,7,7-701-70101-7010101-7010101001-70101010011-420306000,0,70101010011,,Notothylas javanica,,<i>Notothylas javanica</i>  (Sande Lac.) Gottsche<font class=c2 ></font>
420307000,7,7-701-70101-7010101-7010101001-70101010011-420307000,0,70101010011,,Notothylas orbicularis,,<i>Notothylas orbicularis</i>  (Schwein.) Sull. ex A.Gray<font class=c2 ></font>
420308000,7,7-701-70101-7010101-7010101001-70101010012-420308000,0,70101010012,,Phaeoceros carolinianus,,<i>Phaeoceros carolinianus</i>  (Michx.) Prosk.<font class=c2 ></font>
420309000,7,7-701-70101-7010101-7010101001-70101010012-420309000,0,70101010012,,Phaeoceros exiguus,,<i>Phaeoceros exiguus</i>  (Steph.) J.Haseg.<font class=c2 ></font>
420310000,7,7-701-70101-7010101-7010101001-70101010012-420310000,0,70101010012,,Phaeoceros laevis,,<i>Phaeoceros laevis</i>  (L.) Prosk.<font class=c2 ></font>
420311000,7,7-701-70101-7010101-7010101001-70101010012-420311000,0,70101010012,,Phaeoceros pearsonii,,<i>Phaeoceros pearsonii</i>  (M.Howe) Prosk.<font class=c2 ></font>
7010102001,5,7-701-70101-7010102-7010102001,1,7010102,樹角蘚科,Family Dendrocerotaceae,2屬 4種,樹角蘚科  Family Dendrocerotaceae<font class=c1>   2屬 4種</font>
70101020011,6,7-701-70101-7010102-7010102001-70101020011,1,7010102001,樹角蘚屬,Genus Dendroceros,3種,樹角蘚屬  Genus <i>Dendroceros</i><font class=c1>   3種</font>
70101020012,6,7-701-70101-7010102-7010102001-70101020012,1,7010102001,大角蘚屬,Genus Megaceros,1種,大角蘚屬  Genus <i>Megaceros</i><font class=c1>   1種</font>
420296000,7,7-701-70101-7010102-7010102001-70101020011-420296000,0,70101020011,,Dendroceros japonicus,,<i>Dendroceros japonicus</i>  Steph.<font class=c2 ></font>
420297000,7,7-701-70101-7010102-7010102001-70101020011-420297000,0,70101020011,,Dendroceros javanicus,,<i>Dendroceros javanicus</i>  (Nees) Nees<font class=c2 ></font>
420298000,7,7-701-70101-7010102-7010102001-70101020011-420298000,0,70101020011,,Dendroceros tubercularis,,<i>Dendroceros tubercularis</i>  S.Hatt.<font class=c2 ></font>
420305000,7,7-701-70101-7010102-7010102001-70101020012-420305000,0,70101020012,,Megaceros flagellaris,,<i>Megaceros flagellaris</i>  (Mitt.) Steph.<font class=c2 ></font>
7010103001,5,7-701-70101-7010103-7010103001,1,7010103,角蘚科,Family Anthocerotaceae,2屬 9種,角蘚科  Family Anthocerotaceae<font class=c1>   2屬 9種</font>
70101030011,6,7-701-70101-7010103-7010103001-70101030011,1,7010103001,角蘚屬,Genus Anthoceros,5種,角蘚屬  Genus <i>Anthoceros</i><font class=c1>   5種</font>
70101030012,6,7-701-70101-7010103-7010103001-70101030012,1,7010103001,褐角蘚屬,Genus Folioceros,4種,褐角蘚屬  Genus <i>Folioceros</i><font class=c1>   4種</font>
420291000,7,7-701-70101-7010103-7010103001-70101030011-420291000,0,70101030011,,Anthoceros agrestis,,<i>Anthoceros agrestis</i>  Paton<font class=c2 ></font>
420292000,7,7-701-70101-7010103-7010103001-70101030011-420292000,0,70101030011,,Anthoceros angustus,,<i>Anthoceros angustus</i>  Steph.<font class=c2 ></font>
420293000,7,7-701-70101-7010103-7010103001-70101030011-420293000,0,70101030011,,Anthoceros fusiformis  fusiformis,,<i>Anthoceros fusiformis </i>var. <i>fusiformis</i></i>  Austin<font class=c2 ></font>
420294000,7,7-701-70101-7010103-7010103001-70101030011-420294000,0,70101030011,臺灣角蘚,Anthoceros fusiformis taiwanensis,,臺灣角蘚 <i>Anthoceros fusiformis</i>  Austin </i>var. <i>taiwanensis</i> J.Haseg.<font class=c2 ></font>
420295000,7,7-701-70101-7010103-7010103001-70101030011-420295000,0,70101030011,,Anthoceros punctatus,,<i>Anthoceros punctatus</i>  L.<font class=c2 ></font>
420299000,7,7-701-70101-7010103-7010103001-70101030012-420299000,0,70101030012,,Folioceros amboinensis,,<i>Folioceros amboinensis</i>  (Schiffn.) Piippo<font class=c2 ></font>
420300000,7,7-701-70101-7010103-7010103001-70101030012-420300000,0,70101030012,,Folioceros appendiculatus,,<i>Folioceros appendiculatus</i>  (Steph.) J.Haseg.<font class=c2 ></font>
420301000,7,7-701-70101-7010103-7010103001-70101030012-420301000,0,70101030012,,Folioceros glandulosus,,<i>Folioceros glandulosus</i>  (Lehm. & Lindenb.) D.C.Bharadwaj<font class=c2 ></font>
420302000,7,7-701-70101-7010103-7010103001-70101030012-420302000,0,70101030012,,Folioceros verruculosus,,"<i>Folioceros verruculosus</i>  (J.Haseg.) R.L.Zhu & M.J.Lai, comb. nova<font class=c2 ></font>"
70201,3,7-702-70201,1,702,裸蒴蘚綱,Class Haplomitriopsida,2目 2科 2屬 3種,裸蒴蘚綱  Class Haplomitriopsida<font class=c1>   2目 2科 2屬 3種</font>
70202,3,7-702-70202,1,702,葉蘚綱,Class Jungermanniopsida,11目 49科 121屬 547種,葉蘚綱  Class Jungermanniopsida<font class=c1>   11目 49科 121屬 547種</font>
7020101,4,7-702-70201-7020101,1,70201,陶氏蘚目,Order Treubiales,1科 1屬 1種,陶氏蘚目  Order Treubiales<font class=c1>   1科 1屬 1種</font>
7020102,4,7-702-70201-7020102,1,70201,裸蒴蘚目,Order Haplomitriales,1科 1屬 2種,裸蒴蘚目  Order Haplomitriales<font class=c1>   1科 1屬 2種</font>
7020101001,5,7-702-70201-7020101-7020101001,1,7020101,陶氏蘚科,Family Treubiaceae,1屬 1種,陶氏蘚科  Family Treubiaceae<font class=c1>   1屬 1種</font>
420323000,6,7-702-70201-7020101-7020101001-420323000,0,7020101001,,Apotreubia nana,,<i>Apotreubia nana</i>  (S.Hatt. & Inoue) S.Hatt. & Mizut.<font class=c2></font>
7020102001,5,7-702-70201-7020102-7020102001,1,7020102,裸蒴蘚科,Family Haplomitriaceae,1屬 2種,裸蒴蘚科  Family Haplomitriaceae<font class=c1>   1屬 2種</font>
70201020011,6,7-702-70201-7020102-7020102001-70201020011,1,7020102001,裸蒴蘚屬,Genus Haplomitrium,2種,裸蒴蘚屬  Genus <i>Haplomitrium</i><font class=c1>   2種</font>
421529000,7,7-702-70201-7020102-7020102001-70201020011-421529000,0,70201020011,,Haplomitrium blumii,,<i>Haplomitrium blumii</i>  (Nees) R.M.Schust.<font class=c2 ></font>
421530000,7,7-702-70201-7020102-7020102001-70201020011-421530000,0,70201020011,,Haplomitrium mnioides,,<i>Haplomitrium mnioides</i>  (Lindb.) R.M.Schust.<font class=c2 ></font>
7020201,4,7-702-70202-7020201,1,70202,溪蘚目,Order Pelliales,1科 1屬 3種,溪蘚目  Order Pelliales<font class=c1>   1科 1屬 3種</font>
7020202,4,7-702-70202-7020202,1,70202,帶葉蘚目,Order Pallaviciniales,1科 1屬 4種,帶葉蘚目  Order Pallaviciniales<font class=c1>   1科 1屬 4種</font>
7020203,4,7-702-70202-7020203,1,70202,叉蘚目,Order Metzgeriales,3科 4屬 25種,叉蘚目  Order Metzgeriales<font class=c1>   3科 4屬 25種</font>
7020204,4,7-702-70202-7020204,1,70202,地錢目,Order Marchantiales,8科 13屬 27種,地錢目  Order Marchantiales<font class=c1>   8科 13屬 27種</font>
7020205,4,7-702-70202-7020205,1,70202,半月蘚目,Order Lunulariales,1科 1屬 1種,半月蘚目  Order Lunulariales<font class=c1>   1科 1屬 1種</font>
7020206,4,7-702-70202-7020206,1,70202,葉蘚目,Order Jungermanniales,27科 63屬 277種,葉蘚目  Order Jungermanniales<font class=c1>   27科 63屬 277種</font>
7020207,4,7-702-70202-7020207,1,70202,小葉蘚目,Order Fossombroniales,2科 2屬 4種,小葉蘚目  Order Fossombroniales<font class=c1>   2科 2屬 4種</font>
7020208,4,7-702-70202-7020208,1,70202,壺苞蘚目,Order Blasiales,1科 1屬 1種,壺苞蘚目  Order Blasiales<font class=c1>   1科 1屬 1種</font>
7020209,4,7-702-70202-7020209,1,70202,Order,Ptilidiales,1科 1屬 1種,Order Ptilidiales<font class=c1>   1科 1屬 1種</font>
7020210,4,7-702-70202-7020210,1,70202,光萼蘚目,Order Porellales,3科 33屬 200種,光萼蘚目  Order Porellales<font class=c1>   3科 33屬 200種</font>
7020211,4,7-702-70202-7020211,1,70202,紫葉蘚目,Order Pleuroziales,1科 1屬 4種,紫葉蘚目  Order Pleuroziales<font class=c1>   1科 1屬 4種</font>
7020201001,5,7-702-70202-7020201-7020201001,1,7020201,溪蘚科,Family Pelliaceae,1屬 3種,溪蘚科  Family Pelliaceae<font class=c1>   1屬 3種</font>
70202010011,6,7-702-70202-7020201-7020201001-70202010011,1,7020201001,溪蘚屬,Genus Pellia,3種,溪蘚屬  Genus <i>Pellia</i><font class=c1>   3種</font>
420579000,7,7-702-70202-7020201-7020201001-70202010011-420579000,0,70202010011,,Pellia endiviifolia,,<i>Pellia endiviifolia</i>  (Dicks.) Dumort.<font class=c2 ></font>
420580000,7,7-702-70202-7020201-7020201001-70202010011-420580000,0,70202010011,,Pellia epiphylla,,<i>Pellia epiphylla</i>  (L.) Corda<font class=c2 ></font>
420581000,7,7-702-70202-7020201-7020201001-70202010011-420581000,0,70202010011,,Pellia neesiana,,<i>Pellia neesiana</i>  (Gottsche) Limpr.<font class=c2 ></font>
7020202001,5,7-702-70202-7020202-7020202001,1,7020202,帶葉蘚科,Family Pallaviciniaceae,1屬 4種,帶葉蘚科  Family Pallaviciniaceae<font class=c1>   1屬 4種</font>
70202020011,6,7-702-70202-7020202-7020202001-70202020011,1,7020202001,帶葉蘚屬,Genus Pallavicinia,4種,帶葉蘚屬  Genus <i>Pallavicinia</i><font class=c1>   4種</font>
420575000,7,7-702-70202-7020202-7020202001-70202020011-420575000,0,70202020011,,Pallavicinia ambigua,,<i>Pallavicinia ambigua</i>  (Mitt.) Steph.<font class=c2 ></font>
420576000,7,7-702-70202-7020202-7020202001-70202020011-420576000,0,70202020011,,Pallavicinia levieri,,<i>Pallavicinia levieri</i>  Schiffn.<font class=c2 ></font>
420577000,7,7-702-70202-7020202-7020202001-70202020011-420577000,0,70202020011,,Pallavicinia lyellii,,<i>Pallavicinia lyellii</i>  (Hook.) Carruth.<font class=c2 ></font>
420578000,7,7-702-70202-7020202-7020202001-70202020011-420578000,0,70202020011,,Pallavicinia subciliata,,<i>Pallavicinia subciliata</i>  (Austin) Steph.<font class=c2 ></font>
7020203001,5,7-702-70202-7020203-7020203001,1,7020203,綠片蘚科,Family Aneuraceae,2屬 17種,綠片蘚科  Family Aneuraceae<font class=c1>   2屬 17種</font>
7020203002,5,7-702-70202-7020203-7020203002,1,7020203,Family,Makinoaceae,1屬 1種,Family Makinoaceae<font class=c1>   1屬 1種</font>
7020203003,5,7-702-70202-7020203-7020203003,1,7020203,叉蘚科,Family Metzgeriaceae,1屬 7種,叉蘚科  Family Metzgeriaceae<font class=c1>   1屬 7種</font>
70202030011,6,7-702-70202-7020203-7020203001-70202030011,1,7020203001,綠片蘚屬,Genus Aneura,2種,綠片蘚屬  Genus <i>Aneura</i><font class=c1>   2種</font>
70202030012,6,7-702-70202-7020203-7020203001-70202030012,1,7020203001,片葉蘚屬,Genus Riccardia,15種,片葉蘚屬  Genus <i>Riccardia</i><font class=c1>   15種</font>
420318000,7,7-702-70202-7020203-7020203001-70202030011-420318000,0,70202030011,,Aneura maxima,,<i>Aneura maxima</i>  (Schiffn.) Steph.<font class=c2 ></font>
420319000,7,7-702-70202-7020203-7020203001-70202030011-420319000,0,70202030011,,Aneura pinguis,,<i>Aneura pinguis</i>  (L.) Dumort.<font class=c2 ></font>
420638000,7,7-702-70202-7020203-7020203001-70202030012-420638000,0,70202030012,狹片葉蘚,Riccardia angustata,,狹片葉蘚 <i>Riccardia angustata</i>  Horik.<font class=c2 ></font>
420639000,7,7-702-70202-7020203-7020203001-70202030012-420639000,0,70202030012,波葉片葉蘚,Riccardia chamedryfolia,,波葉片葉蘚 <i>Riccardia chamedryfolia</i>  (With.) Grolle<font class=c2 ></font>
426740000,7,7-702-70202-7020203-7020203001-70202030012-426740000,0,70202030012,線疣片葉蘚,Riccardia crassa,,"線疣片葉蘚 <i>Riccardia crassa</i>  (Schwaegr.) Carring et Pears.,1888<font class=c2 ></font>"
420640000,7,7-702-70202-7020203-7020203001-70202030012-420640000,0,70202030012,細圓齒片葉蘚,Riccardia crenulata,,細圓齒片葉蘚 <i>Riccardia crenulata</i>  Schiffn.<font class=c2 ></font>
426741000,7,7-702-70202-7020203-7020203001-70202030012-426741000,0,70202030012,黃片葉蘚,Riccardia flavovirens,,"黃片葉蘚 <i>Riccardia flavovirens</i>  Furuki, 1991<font class=c2 ></font>"
420641000,7,7-702-70202-7020203-7020203001-70202030012-420641000,0,70202030012,臺灣片葉蘚,Riccardia formosensis,,臺灣片葉蘚 <i>Riccardia formosensis</i>  (Steph.) Horik.<font class=c2 ></font>
420642000,7,7-702-70202-7020203-7020203001-70202030012-420642000,0,70202030012,,Riccardia graeffei,,<i>Riccardia graeffei</i>  (Steph.) Hewson<font class=c2 ></font>
426742000,7,7-702-70202-7020203-7020203001-70202030012-426742000,0,70202030012,兒玉氏片葉蘚,Riccardia kodamae,,"兒玉氏片葉蘚 <i>Riccardia kodamae</i>  Mizut. et Hatt., 1957<font class=c2 ></font>"
420643000,7,7-702-70202-7020203-7020203001-70202030012-420643000,0,70202030012,寬片葉蘚,Riccardia latifrons,,寬片葉蘚 <i>Riccardia latifrons</i>  (Lindb.) Lindb.<font class=c2 ></font>
426743000,7,7-702-70202-7020203-7020203001-70202030012-426743000,0,70202030012,雙毛片葉蘚太平洋變種,Riccardia marginata pacifica,,"雙毛片葉蘚太平洋變種 <i>Riccardia marginata</i>  (Col.) Pears. </i>var. <i>pacifica</i> Furuki, 1991<font class=c2 ></font>"
420644000,7,7-702-70202-7020203-7020203001-70202030012-420644000,0,70202030012,羽枝片葉蘚,Riccardia multifida,,羽枝片葉蘚 <i>Riccardia multifida</i>  (L.) Gray<font class=c2 ></font>
420645000,7,7-702-70202-7020203-7020203001-70202030012-420645000,0,70202030012,,Riccardia nagasakiensis,,<i>Riccardia nagasakiensis</i>  (Steph.) S.Hatt.<font class=c2 ></font>
420646000,7,7-702-70202-7020203-7020203001-70202030012-420646000,0,70202030012,掌狀片葉蘚,Riccardia palmata,,掌狀片葉蘚 <i>Riccardia palmata</i>  (Hedw.) Carruth.<font class=c2 ></font>
426744000,7,7-702-70202-7020203-7020203001-70202030012-426744000,0,70202030012,矮片葉蘚,Riccardia pumila,,"矮片葉蘚 <i>Riccardia pumila</i>  Furuki, 1991<font class=c2 ></font>"
420647000,7,7-702-70202-7020203-7020203001-70202030012-420647000,0,70202030012,亞羽片葉蘚,Riccardia submultifida,,亞羽片葉蘚 <i>Riccardia submultifida</i>  Horik.<font class=c2 ></font>
427383000,6,7-702-70202-7020203-7020203002-427383000,0,7020203002,,Makinoa crispata,,<i>Makinoa crispata</i>  (Steph.) Miyake<font class=c2></font>
70202030031,6,7-702-70202-7020203-7020203003-70202030031,1,7020203003,叉蘚屬,Genus Metzgeria,7種,叉蘚屬  Genus <i>Metzgeria</i><font class=c1>   7種</font>
420551000,7,7-702-70202-7020203-7020203003-70202030031-420551000,0,70202030031,,Metzgeria consanguinea,,<i>Metzgeria consanguinea</i>  Schiffn.<font class=c2 ></font>
420552000,7,7-702-70202-7020203-7020203003-70202030031-420552000,0,70202030031,,Metzgeria foliicola,,<i>Metzgeria foliicola</i>  Schiffn.<font class=c2 ></font>
420553000,7,7-702-70202-7020203-7020203003-70202030031-420553000,0,70202030031,,Metzgeria furcata,,<i>Metzgeria furcata</i>  (L.) Corda<font class=c2 ></font>
420554000,7,7-702-70202-7020203-7020203003-70202030031-420554000,0,70202030031,,Metzgeria leptoneura,,<i>Metzgeria leptoneura</i>  Spruce<font class=c2 ></font>
420555000,7,7-702-70202-7020203-7020203003-70202030031-420555000,0,70202030031,,Metzgeria lindbergii,,<i>Metzgeria lindbergii</i>  Schiffn.<font class=c2 ></font>
420556000,7,7-702-70202-7020203-7020203003-70202030031-420556000,0,70202030031,,Metzgeria pubescens,,<i>Metzgeria pubescens</i>  (Schrank) Raddi<font class=c2 ></font>
420557000,7,7-702-70202-7020203-7020203003-70202030031-420557000,0,70202030031,,Metzgeria temperata,,<i>Metzgeria temperata</i>  Kuwah.<font class=c2 ></font>
7020204001,5,7-702-70202-7020204-7020204001,1,7020204,瘤冠蘚科,Family Aytoniaceae,4屬 10種,瘤冠蘚科  Family Aytoniaceae<font class=c1>   4屬 10種</font>
7020204002,5,7-702-70202-7020204-7020204002,1,7020204,蛇蘚科,Family Conocephalaceae,1屬 2種,蛇蘚科  Family Conocephalaceae<font class=c1>   1屬 2種</font>
7020204003,5,7-702-70202-7020204-7020204003,1,7020204,毛地錢科,Family Dumortieraceae,1屬 1種,毛地錢科  Family Dumortieraceae<font class=c1>   1屬 1種</font>
7020204004,5,7-702-70202-7020204-7020204004,1,7020204,地錢科,Family Marchantiaceae,2屬 7種,地錢科  Family Marchantiaceae<font class=c1>   2屬 7種</font>
7020204005,5,7-702-70202-7020204-7020204005,1,7020204,單月蘚科,Family Monosoleniaceae,1屬 1種,單月蘚科  Family Monosoleniaceae<font class=c1>   1屬 1種</font>
7020204006,5,7-702-70202-7020204-7020204006,1,7020204,錢蘚科,Family Ricciaceae,2屬 3種,錢蘚科  Family Ricciaceae<font class=c1>   2屬 3種</font>
7020204007,5,7-702-70202-7020204-7020204007,1,7020204,皮葉蘚科,Family Targioniaceae,1屬 2種,皮葉蘚科  Family Targioniaceae<font class=c1>   1屬 2種</font>
7020204008,5,7-702-70202-7020204-7020204008,1,7020204,魏氏蘚科,Family Wiesnerellaceae,1屬 1種,魏氏蘚科  Family Wiesnerellaceae<font class=c1>   1屬 1種</font>
70202040011,6,7-702-70202-7020204-7020204001-70202040011,1,7020204001,Genus,Asterella,2種,Genus <i>Asterella</i><font class=c1>   2種</font>
70202040012,6,7-702-70202-7020204-7020204001-70202040012,1,7020204001,Genus,Mannia,1種,Genus <i>Mannia</i><font class=c1>   1種</font>
70202040013,6,7-702-70202-7020204-7020204001-70202040013,1,7020204001,Genus,Plagiochasma,6種,Genus <i>Plagiochasma</i><font class=c1>   6種</font>
70202040014,6,7-702-70202-7020204-7020204001-70202040014,1,7020204001,Genus,Reboulia,1種,Genus <i>Reboulia</i><font class=c1>   1種</font>
421194000,7,7-702-70202-7020204-7020204001-70202040011-421194000,0,70202040011,,Asterella leptophylla,,<i>Asterella leptophylla</i>  <font class=c2 ></font>
421195000,7,7-702-70202-7020204-7020204001-70202040011-421195000,0,70202040011,,Asterella wallichiana,,<i>Asterella wallichiana</i>  (Lehm. & Lindenb.) Grolle <font class=c2 ></font>
421196000,7,7-702-70202-7020204-7020204001-70202040012-421196000,0,70202040012,,Mannia subpilosa,,<i>Mannia subpilosa</i>  (Horik.) Horik.<font class=c2 ></font>
420583000,7,7-702-70202-7020204-7020204001-70202040013-420583000,0,70202040013,,Plagiochasma appendiculatum,,<i>Plagiochasma appendiculatum</i>  Lehm. & Lindenb.<font class=c2 ></font>
420584000,7,7-702-70202-7020204-7020204001-70202040013-420584000,0,70202040013,,Plagiochasma cordatum,,<i>Plagiochasma cordatum</i>  Lehm. & Lindenb.<font class=c2 ></font>
420585000,7,7-702-70202-7020204-7020204001-70202040013-420585000,0,70202040013,,Plagiochasma intermedium,,<i>Plagiochasma intermedium</i>  Lindenb. & Gottsche<font class=c2 ></font>
420586000,7,7-702-70202-7020204-7020204001-70202040013-420586000,0,70202040013,,Plagiochasma japonicum,,<i>Plagiochasma japonicum</i>  (Steph.) C.Massal.<font class=c2 ></font>
420587000,7,7-702-70202-7020204-7020204001-70202040013-420587000,0,70202040013,,Plagiochasma pterospermum,,<i>Plagiochasma pterospermum</i>  C.Massal.<font class=c2 ></font>
420588000,7,7-702-70202-7020204-7020204001-70202040013-420588000,0,70202040013,,Plagiochasma rupestre,,<i>Plagiochasma rupestre</i>  (J.R.Forst. & G.Forst.) Steph.<font class=c2 ></font>
420637000,7,7-702-70202-7020204-7020204001-70202040014-420637000,0,70202040014,,Reboulia hemisphaerica,,<i>Reboulia hemisphaerica</i>  (L.) Raddi<font class=c2 ></font>
70202040021,6,7-702-70202-7020204-7020204002-70202040021,1,7020204002,蛇蘚屬,Genus Conocephalum,2種,蛇蘚屬  Genus <i>Conocephalum</i><font class=c1>   2種</font>
420367000,7,7-702-70202-7020204-7020204002-70202040021-420367000,0,70202040021,,Conocephalum conicum,,<i>Conocephalum conicum</i>  (L.) Dumort.<font class=c2 ></font>
420368000,7,7-702-70202-7020204-7020204002-70202040021-420368000,0,70202040021,,Conocephalum japonicum,,<i>Conocephalum japonicum</i>  (Thunb.) Grolle<font class=c2 ></font>
70202040031,6,7-702-70202-7020204-7020204003-70202040031,1,7020204003,毛地錢屬,Genus Dumortiera,1種,毛地錢屬  Genus <i>Dumortiera</i><font class=c1>   1種</font>
420384000,7,7-702-70202-7020204-7020204003-70202040031-420384000,0,70202040031,,Dumortiera hirsuta,,<i>Dumortiera hirsuta</i>  (Sw.) Nees<font class=c2 ></font>
70202040041,6,7-702-70202-7020204-7020204004-70202040041,1,7020204004,地錢屬,Genus Marchantia,6種,地錢屬  Genus <i>Marchantia</i><font class=c1>   6種</font>
70202040042,6,7-702-70202-7020204-7020204004-70202040042,1,7020204004,Genus,Preissia,1種,Genus <i>Preissia</i><font class=c1>   1種</font>
420528000,7,7-702-70202-7020204-7020204004-70202040041-420528000,0,70202040041,,Marchantia emarginata tosana,,<i>Marchantia emarginata</i>  Reinw. et al. </i>subsp. <i>tosana</i> (Steph.) Bischl.<font class=c2 ></font>
420529000,7,7-702-70202-7020204-7020204004-70202040041-420529000,0,70202040041,,Marchantia formosana,,<i>Marchantia formosana</i>  Horik.<font class=c2 ></font>
420531000,7,7-702-70202-7020204-7020204004-70202040041-420531000,0,70202040041,,Marchantia paleacea diptera,,<i>Marchantia paleacea</i>  Bertol. <i>diptera</i> (Nees & Mont.) Inoue<font class=c2 ></font>
420530000,7,7-702-70202-7020204-7020204004-70202040041-420530000,0,70202040041,,Marchantia paleacea <i>paleacea,,<i>Marchantia paleacea <i>paleacea</i></i>  Bertol.<font class=c2 ></font>
420532000,7,7-702-70202-7020204-7020204004-70202040041-420532000,0,70202040041,,Marchantia pinnata,,<i>Marchantia pinnata</i>  Steph.<font class=c2 ></font>
420533000,7,7-702-70202-7020204-7020204004-70202040041-420533000,0,70202040041,,Marchantia polymorpha,,<i>Marchantia polymorpha</i>  L.<font class=c2 ></font>
420635000,7,7-702-70202-7020204-7020204004-70202040042-420635000,0,70202040042,,Preissia quadrata,,<i>Preissia quadrata</i>  (Scop.) Nees<font class=c2 ></font>
70202040051,6,7-702-70202-7020204-7020204005-70202040051,1,7020204005,單月蘚屬,Genus Monosolenium,1種,單月蘚屬  Genus <i>Monosolenium</i><font class=c1>   1種</font>
427372000,7,7-702-70202-7020204-7020204005-70202040051-427372000,0,70202040051,,Monosolenium tenerum,,<i>Monosolenium tenerum</i>  Griff.<font class=c2 ></font>
